"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","TEACHER","SRY_LT30","PC","A","2014",1.883,
"PRT","TEACHER","SRY_LT30","PC","A","2015",1.389,
"PRT","TEACHER","SRY_LT30","PC","A","2016",1.189,
"PRT","TEACHER","SRY_LT30","PC","A","2017",1.201,
"PRT","TEACHER","TRY_50_OVER","PC","A","2005",24.513,
"PRT","TEACHER","TRY_50_OVER","PC","A","2010",30.725,
"PRT","TEACHER","TRY_50_OVER","PC","A","2011",31.239,
"PRT","TEACHER","TRY_50_OVER","PC","A","2012",32.564,
"PRT","TEACHER","TRY_50_OVER","PC","A","2013",34.88,
"PRT","TEACHER","TRY_50_OVER","PC","A","2014",37.178,
"PRT","TEACHER","TRY_50_OVER","PC","A","2015",39.359,
"PRT","TEACHER","TRY_50_OVER","PC","A","2016",41.363,
"PRT","TEACHER","TRY_50_OVER","PC","A","2017",43.025,
"PRT","TEACHER","TRY_LT30","PC","A","2005",10.472,
"PRT","TEACHER","TRY_LT30","PC","A","2010",6.279,
"PRT","TEACHER","TRY_LT30","PC","A","2011",6.444,
"PRT","TEACHER","TRY_LT30","PC","A","2012",5.637,
"PRT","TEACHER","TRY_LT30","PC","A","2013",4.69,
"PRT","TEACHER","TRY_LT30","PC","A","2014",4.328,
"PRT","TEACHER","TRY_LT30","PC","A","2015",3.719,
"PRT","TEACHER","TRY_LT30","PC","A","2016",3.711,
"PRT","TEACHER","TRY_LT30","PC","A","2017",3.941,
"SVK","TEACHER","PRY_50_OVER","PC","A","2005",25.496,
"SVK","TEACHER","PRY_50_OVER","PC","A","2010",25.506,
"SVK","TEACHER","PRY_50_OVER","PC","A","2011",25.499,
"SVK","TEACHER","PRY_50_OVER","PC","A","2012",25.501,
"SVK","TEACHER","PRY_50_OVER","PC","A","2013",26.819,
"SVK","TEACHER","PRY_50_OVER","PC","A","2014",28.147,
"SVK","TEACHER","PRY_50_OVER","PC","A","2015",29.876,
"SVK","TEACHER","PRY_50_OVER","PC","A","2016",29.875,
"SVK","TEACHER","PRY_50_OVER","PC","A","2017",29.999,
"SVK","TEACHER","PRY_LT30","PC","A","2005",17.084,
"SVK","TEACHER","PRY_LT30","PC","A","2010",10.963,
"SVK","TEACHER","PRY_LT30","PC","A","2011",10.969,
"SVK","TEACHER","PRY_LT30","PC","A","2012",10.97,
"SVK","TEACHER","PRY_LT30","PC","A","2013",8.954,
"SVK","TEACHER","PRY_LT30","PC","A","2014",6.928,
"SVK","TEACHER","PRY_LT30","PC","A","2015",6.833,
"SVK","TEACHER","PRY_LT30","PC","A","2016",6.839,
"SVK","TEACHER","PRY_LT30","PC","A","2017",6.997,
"SVK","TEACHER","SRY_50_OVER","PC","A","2005",37.325,
"SVK","TEACHER","SRY_50_OVER","PC","A","2010",37.629,
"SVK","TEACHER","SRY_50_OVER","PC","A","2011",37.671,
"SVK","TEACHER","SRY_50_OVER","PC","A","2012",37.737,
"SVK","TEACHER","SRY_50_OVER","PC","A","2013",37.708,
"SVK","TEACHER","SRY_50_OVER","PC","A","2014",37.812,
"SVK","TEACHER","SRY_50_OVER","PC","A","2015",39.794,
"SVK","TEACHER","SRY_50_OVER","PC","A","2016",39.757,
"SVK","TEACHER","SRY_50_OVER","PC","A","2017",39.575,
"SVK","TEACHER","SRY_LT30","PC","A","2005",15.902,
"SVK","TEACHER","SRY_LT30","PC","A","2010",13.482,
"SVK","TEACHER","SRY_LT30","PC","A","2011",13.451,
"SVK","TEACHER","SRY_LT30","PC","A","2012",13.504,
"SVK","TEACHER","SRY_LT30","PC","A","2013",12.063,
"SVK","TEACHER","SRY_LT30","PC","A","2014",10.622,
"SVK","TEACHER","SRY_LT30","PC","A","2015",8.553,
"SVK","TEACHER","SRY_LT30","PC","A","2016",8.556,
"SVK","TEACHER","SRY_LT30","PC","A","2017",8.753,
"SVK","TEACHER","TRY_50_OVER","PC","A","2005",45.078,
"SVK","TEACHER","TRY_50_OVER","PC","A","2010",45.909,
"SVK","TEACHER","TRY_50_OVER","PC","A","2011",45.436,
"SVK","TEACHER","TRY_50_OVER","PC","A","2012",44.844,
"SVK","TEACHER","TRY_50_OVER","PC","A","2013",45.285,
"SVK","TEACHER","TRY_50_OVER","PC","A","2014",44.53,
"SVK","TEACHER","TRY_50_OVER","PC","A","2015",44.631,
"SVK","TEACHER","TRY_50_OVER","PC","A","2016",44.153,
"SVK","TEACHER","TRY_50_OVER","PC","A","2017",43.396,
"SVK","TEACHER","TRY_LT30","PC","A","2005",13.345,
"SVK","TEACHER","TRY_LT30","PC","A","2010",8.94,
"SVK","TEACHER","TRY_LT30","PC","A","2011",8.677,
"SVK","TEACHER","TRY_LT30","PC","A","2012",7.752,
"SVK","TEACHER","TRY_LT30","PC","A","2013",7.037,
"SVK","TEACHER","TRY_LT30","PC","A","2014",6.517,
"SVK","TEACHER","TRY_LT30","PC","A","2015",5.765,
"SVK","TEACHER","TRY_LT30","PC","A","2016",5.231,
"SVK","TEACHER","TRY_LT30","PC","A","2017",5.105,
"ESP","TEACHER","PRY_50_OVER","PC","A","2005",31.053,
"ESP","TEACHER","PRY_50_OVER","PC","A","2010",31.108,
"ESP","TEACHER","PRY_50_OVER","PC","A","2011",31.408,
"ESP","TEACHER","PRY_50_OVER","PC","A","2012",30.719,
"ESP","TEACHER","PRY_50_OVER","PC","A","2013",32.742,
"ESP","TEACHER","PRY_50_OVER","PC","A","2014",33.192,
"ESP","TEACHER","PRY_50_OVER","PC","A","2015",33.607,
"ESP","TEACHER","PRY_50_OVER","PC","A","2016",33.232,
"ESP","TEACHER","PRY_50_OVER","PC","A","2017",33.508,
"ESP","TEACHER","PRY_LT30","PC","A","2005",14.465,
"ESP","TEACHER","PRY_LT30","PC","A","2010",14.032,
"ESP","TEACHER","PRY_LT30","PC","A","2011",13.96,
"ESP","TEACHER","PRY_LT30","PC","A","2012",13.421,
"ESP","TEACHER","PRY_LT30","PC","A","2013",10.099,
"ESP","TEACHER","PRY_LT30","PC","A","2014",9.13,
"ESP","TEACHER","PRY_LT30","PC","A","2015",8.562,
"ESP","TEACHER","PRY_LT30","PC","A","2016",8.666,
"ESP","TEACHER","PRY_LT30","PC","A","2017",8.306,
"ESP","TEACHER","SRY_50_OVER","PC","A","2005",25.426,
"ESP","TEACHER","SRY_50_OVER","PC","A","2010",29.271,
"ESP","TEACHER","SRY_50_OVER","PC","A","2011",30.39,
"ESP","TEACHER","SRY_50_OVER","PC","A","2012",31.921,
"ESP","TEACHER","SRY_50_OVER","PC","A","2013",34.147,
"ESP","TEACHER","SRY_50_OVER","PC","A","2014",35.003,
"ESP","TEACHER","SRY_50_OVER","PC","A","2015",36.586,
"ESP","TEACHER","SRY_50_OVER","PC","A","2016",37.021,
"ESP","TEACHER","SRY_50_OVER","PC","A","2017",38.216,
"ESP","TEACHER","SRY_LT30","PC","A","2005",7.608,
"ESP","TEACHER","SRY_LT30","PC","A","2010",6.077,
"ESP","TEACHER","SRY_LT30","PC","A","2011",5.064,
"ESP","TEACHER","SRY_LT30","PC","A","2012",6.422,
"ESP","TEACHER","SRY_LT30","PC","A","2013",2.965,
"ESP","TEACHER","SRY_LT30","PC","A","2014",2.633,
"ESP","TEACHER","SRY_LT30","PC","A","2015",2.459,
"ESP","TEACHER","SRY_LT30","PC","A","2016",2.921,
"ESP","TEACHER","SRY_LT30","PC","A","2017",3.027,
"ESP","TEACHER","TRY_50_OVER","PC","A","2005",29.575,
"ESP","TEACHER","TRY_50_OVER","PC","A","2010",35.387,
"ESP","TEACHER","TRY_50_OVER","PC","A","2011",37.85,
"ESP","TEACHER","TRY_50_OVER","PC","A","2012",38.832,
"ESP","TEACHER","TRY_50_OVER","PC","A","2013",40.748,
"ESP","TEACHER","TRY_50_OVER","PC","A","2014",42.075,
"ESP","TEACHER","TRY_50_OVER","PC","A","2015",43.764,
"ESP","TEACHER","TRY_50_OVER","PC","A","2016",42.442,
"ESP","TEACHER","TRY_50_OVER","PC","A","2017",43.627,
"ESP","TEACHER","TRY_LT30","PC","A","2005",5.739,
"ESP","TEACHER","TRY_LT30","PC","A","2010",5.712,
"ESP","TEACHER","TRY_LT30","PC","A","2011",3.368,
"ESP","TEACHER","TRY_LT30","PC","A","2012",2.8,
"ESP","TEACHER","TRY_LT30","PC","A","2013",2.349,
"ESP","TEACHER","TRY_LT30","PC","A","2014",1.986,
"ESP","TEACHER","TRY_LT30","PC","A","2015",1.818,
"ESP","TEACHER","TRY_LT30","PC","A","2016",3.649,
"ESP","TEACHER","TRY_LT30","PC","A","2017",3.627,
"SWE","TEACHER","PRY_50_OVER","PC","A","2005",,"M"
"SWE","TEACHER","PRY_50_OVER","PC","A","2010",,"M"
"SWE","TEACHER","PRY_50_OVER","PC","A","2011",,"M"
"SWE","TEACHER","PRY_50_OVER","PC","A","2012",,"M"
"SWE","TEACHER","PRY_50_OVER","PC","A","2013",39.348,
"SWE","TEACHER","PRY_50_OVER","PC","A","2014",38.086,
"SWE","TEACHER","PRY_50_OVER","PC","A","2015",37.456,
"SWE","TEACHER","PRY_50_OVER","PC","A","2016",36.799,
"SWE","TEACHER","PRY_50_OVER","PC","A","2017",36.354,
"SWE","TEACHER","PRY_LT30","PC","A","2005",,"M"
"SWE","TEACHER","PRY_LT30","PC","A","2010",,"M"
"SWE","TEACHER","PRY_LT30","PC","A","2011",,"M"
"SWE","TEACHER","PRY_LT30","PC","A","2012",,"M"
"SWE","TEACHER","PRY_LT30","PC","A","2013",6.091,
"SWE","TEACHER","PRY_LT30","PC","A","2014",6.712,
"SWE","TEACHER","PRY_LT30","PC","A","2015",7.359,
"SWE","TEACHER","PRY_LT30","PC","A","2016",8.088,
"SWE","TEACHER","PRY_LT30","PC","A","2017",9.037,
"SWE","TEACHER","SRY_50_OVER","PC","A","2005",,"M"
"SWE","TEACHER","SRY_50_OVER","PC","A","2010",,"M"
"SWE","TEACHER","SRY_50_OVER","PC","A","2011",,"M"
"SWE","TEACHER","SRY_50_OVER","PC","A","2012",,"M"
"SWE","TEACHER","SRY_50_OVER","PC","A","2013",41.793,
"SWE","TEACHER","SRY_50_OVER","PC","A","2014",41.399,
"SWE","TEACHER","SRY_50_OVER","PC","A","2015",41.199,
"SWE","TEACHER","SRY_50_OVER","PC","A","2016",40.712,
"SWE","TEACHER","SRY_50_OVER","PC","A","2017",40.5,
"SWE","TEACHER","SRY_LT30","PC","A","2005",,"M"
"SWE","TEACHER","SRY_LT30","PC","A","2010",,"M"
"SWE","TEACHER","SRY_LT30","PC","A","2011",,"M"
"SWE","TEACHER","SRY_LT30","PC","A","2012",,"M"
"SWE","TEACHER","SRY_LT30","PC","A","2013",6.102,
"SWE","TEACHER","SRY_LT30","PC","A","2014",5.997,
"SWE","TEACHER","SRY_LT30","PC","A","2015",6.242,
"SWE","TEACHER","SRY_LT30","PC","A","2016",6.591,
"SWE","TEACHER","SRY_LT30","PC","A","2017",7.387,
"SWE","TEACHER","TRY_50_OVER","PC","A","2005",,"M"
"SWE","TEACHER","TRY_50_OVER","PC","A","2010",,"M"
"SWE","TEACHER","TRY_50_OVER","PC","A","2011",,"M"
"SWE","TEACHER","TRY_50_OVER","PC","A","2012",,"M"
"SWE","TEACHER","TRY_50_OVER","PC","A","2013",43.8,
"SWE","TEACHER","TRY_50_OVER","PC","A","2014",43.635,
"SWE","TEACHER","TRY_50_OVER","PC","A","2015",43.233,
"SWE","TEACHER","TRY_50_OVER","PC","A","2016",43.403,
"SWE","TEACHER","TRY_50_OVER","PC","A","2017",43.868,
"SWE","TEACHER","TRY_LT30","PC","A","2005",,"M"
"SWE","TEACHER","TRY_LT30","PC","A","2010",,"M"
"SWE","TEACHER","TRY_LT30","PC","A","2011",,"M"
"SWE","TEACHER","TRY_LT30","PC","A","2012",,"M"
"SWE","TEACHER","TRY_LT30","PC","A","2013",5.269,
"SWE","TEACHER","TRY_LT30","PC","A","2014",4.873,
"SWE","TEACHER","TRY_LT30","PC","A","2015",4.973,
"SWE","TEACHER","TRY_LT30","PC","A","2016",4.621,
"SWE","TEACHER","TRY_LT30","PC","A","2017",4.488,
"CHE","TEACHER","PRY_50_OVER","PC","A","2005",27.669,
"CHE","TEACHER","PRY_50_OVER","PC","A","2010",34.535,
"CHE","TEACHER","PRY_50_OVER","PC","A","2011",34.879,
"CHE","TEACHER","PRY_50_OVER","PC","A","2012",34.952,
"CHE","TEACHER","PRY_50_OVER","PC","A","2013",34.974,
"CHE","TEACHER","PRY_50_OVER","PC","A","2014",34.645,
"CHE","TEACHER","PRY_50_OVER","PC","A","2015",33.753,
"CHE","TEACHER","PRY_50_OVER","PC","A","2016",33.242,
"CHE","TEACHER","PRY_50_OVER","PC","A","2017",32.826,
"CHE","TEACHER","PRY_LT30","PC","A","2005",20.617,
"CHE","TEACHER","PRY_LT30","PC","A","2010",17.271,
"CHE","TEACHER","PRY_LT30","PC","A","2011",16.753,
"CHE","TEACHER","PRY_LT30","PC","A","2012",16.547,
"CHE","TEACHER","PRY_LT30","PC","A","2013",16.134,
"CHE","TEACHER","PRY_LT30","PC","A","2014",16.235,
"CHE","TEACHER","PRY_LT30","PC","A","2015",17.02,
"CHE","TEACHER","PRY_LT30","PC","A","2016",17.475,
"CHE","TEACHER","PRY_LT30","PC","A","2017",17.912,
"CHE","TEACHER","SRY_50_OVER","PC","A","2005",33.243,
"CHE","TEACHER","SRY_50_OVER","PC","A","2010",35.925,
"CHE","TEACHER","SRY_50_OVER","PC","A","2011",37.193,
"CHE","TEACHER","SRY_50_OVER","PC","A","2012",37.724,
"CHE","TEACHER","SRY_50_OVER","PC","A","2013",37.942,
"CHE","TEACHER","SRY_50_OVER","PC","A","2014",38.298,
"CHE","TEACHER","SRY_50_OVER","PC","A","2015",38.665,
"CHE","TEACHER","SRY_50_OVER","PC","A","2016",38.917,
"CHE","TEACHER","SRY_50_OVER","PC","A","2017",39.195,
"CHE","TEACHER","SRY_LT30","PC","A","2005",12.669,
"CHE","TEACHER","SRY_LT30","PC","A","2010",10.938,
"CHE","TEACHER","SRY_LT30","PC","A","2011",9.306,
"CHE","TEACHER","SRY_LT30","PC","A","2012",9.127,
"CHE","TEACHER","SRY_LT30","PC","A","2013",8.681,
"CHE","TEACHER","SRY_LT30","PC","A","2014",8.132,
"CHE","TEACHER","SRY_LT30","PC","A","2015",7.662,
"CHE","TEACHER","SRY_LT30","PC","A","2016",7.367,
"CHE","TEACHER","SRY_LT30","PC","A","2017",7.032,
"CHE","TEACHER","TRY_50_OVER","PC","A","2005",39.134,
"CHE","TEACHER","TRY_50_OVER","PC","A","2010",41.237,
"CHE","TEACHER","TRY_50_OVER","PC","A","2011",41.764,
"CHE","TEACHER","TRY_50_OVER","PC","A","2012",41.881,
"CHE","TEACHER","TRY_50_OVER","PC","A","2013",,"M"
"CHE","TEACHER","TRY_50_OVER","PC","A","2014",44.652,
"CHE","TEACHER","TRY_50_OVER","PC","A","2015",45.806,
"CHE","TEACHER","TRY_50_OVER","PC","A","2016",46.326,
"CHE","TEACHER","TRY_50_OVER","PC","A","2017",46.954,
"CHE","TEACHER","TRY_LT30","PC","A","2005",3.473,
"CHE","TEACHER","TRY_LT30","PC","A","2010",5.627,
"CHE","TEACHER","TRY_LT30","PC","A","2011",4.56,
"CHE","TEACHER","TRY_LT30","PC","A","2012",4.423,
"CHE","TEACHER","TRY_LT30","PC","A","2013",,"M"
"CHE","TEACHER","TRY_LT30","PC","A","2014",2.655,
"CHE","TEACHER","TRY_LT30","PC","A","2015",2.51,
"CHE","TEACHER","TRY_LT30","PC","A","2016",2.366,
"CHE","TEACHER","TRY_LT30","PC","A","2017",2.447,
"TUR","TEACHER","PRY_50_OVER","PC","A","2005",,"M"
"TUR","TEACHER","PRY_50_OVER","PC","A","2010",,"M"
"TUR","TEACHER","PRY_50_OVER","PC","A","2011",,"M"
"TUR","TEACHER","PRY_50_OVER","PC","A","2012",,"M"
"TUR","TEACHER","PRY_50_OVER","PC","A","2013",11.786,
"TUR","TEACHER","PRY_50_OVER","PC","A","2014",12.807,
"TUR","TEACHER","PRY_50_OVER","PC","A","2015",,"M"
"TUR","TEACHER","PRY_50_OVER","PC","A","2016",13.385,
"TUR","TEACHER","PRY_50_OVER","PC","A","2017",15.555,
"TUR","TEACHER","PRY_LT30","PC","A","2005",,"M"
"TUR","TEACHER","PRY_LT30","PC","A","2010",,"M"
"TUR","TEACHER","PRY_LT30","PC","A","2011",,"M"
"TUR","TEACHER","PRY_LT30","PC","A","2012",,"M"
"TUR","TEACHER","PRY_LT30","PC","A","2013",24.353,
"TUR","TEACHER","PRY_LT30","PC","A","2014",21.066,
"TUR","TEACHER","PRY_LT30","PC","A","2015",,"M"
"TUR","TEACHER","PRY_LT30","PC","A","2016",21.107,
"TUR","TEACHER","PRY_LT30","PC","A","2017",18.126,
"TUR","TEACHER","SRY_50_OVER","PC","A","2005",,"M"
"TUR","TEACHER","SRY_50_OVER","PC","A","2010",,"M"
"TUR","TEACHER","SRY_50_OVER","PC","A","2011",,"M"
"TUR","TEACHER","SRY_50_OVER","PC","A","2012",,"M"
"TUR","TEACHER","SRY_50_OVER","PC","A","2013",,"M"
"TUR","TEACHER","SRY_50_OVER","PC","A","2014",9.067,
"TUR","TEACHER","SRY_50_OVER","PC","A","2015",,"M"
"TUR","TEACHER","SRY_50_OVER","PC","A","2016",9.155,
"TUR","TEACHER","SRY_50_OVER","PC","A","2017",10.397,
"TUR","TEACHER","SRY_LT30","PC","A","2005",,"M"
"TUR","TEACHER","SRY_LT30","PC","A","2010",,"M"
"TUR","TEACHER","SRY_LT30","PC","A","2011",,"M"
"TUR","TEACHER","SRY_LT30","PC","A","2012",,"M"
"TUR","TEACHER","SRY_LT30","PC","A","2013",,"M"
"TUR","TEACHER","SRY_LT30","PC","A","2014",25.295,
"TUR","TEACHER","SRY_LT30","PC","A","2015",,"M"
"TUR","TEACHER","SRY_LT30","PC","A","2016",25.438,
"TUR","TEACHER","SRY_LT30","PC","A","2017",20.342,
"TUR","TEACHER","TRY_50_OVER","PC","A","2005",16.258,
"TUR","TEACHER","TRY_50_OVER","PC","A","2010",15.072,
"TUR","TEACHER","TRY_50_OVER","PC","A","2011",15.485,
"TUR","TEACHER","TRY_50_OVER","PC","A","2012",17.414,
"TUR","TEACHER","TRY_50_OVER","PC","A","2013",19.035,
"TUR","TEACHER","TRY_50_OVER","PC","A","2014",16.649,
"TUR","TEACHER","TRY_50_OVER","PC","A","2015",16.791,
"TUR","TEACHER","TRY_50_OVER","PC","A","2016",17.511,
"TUR","TEACHER","TRY_50_OVER","PC","A","2017",18.64,
"TUR","TEACHER","TRY_LT30","PC","A","2005",21.262,
"TUR","TEACHER","TRY_LT30","PC","A","2010",21.996,
"TUR","TEACHER","TRY_LT30","PC","A","2011",21.846,
"TUR","TEACHER","TRY_LT30","PC","A","2012",18.579,
"TUR","TEACHER","TRY_LT30","PC","A","2013",16.622,
"TUR","TEACHER","TRY_LT30","PC","A","2014",22.357,
"TUR","TEACHER","TRY_LT30","PC","A","2015",23.071,
"TUR","TEACHER","TRY_LT30","PC","A","2016",21.551,
"TUR","TEACHER","TRY_LT30","PC","A","2017",19.411,
"GBR","TEACHER","PRY_50_OVER","PC","A","2005",29.799,
"GBR","TEACHER","PRY_50_OVER","PC","A","2010",19.4,
"GBR","TEACHER","PRY_50_OVER","PC","A","2011",20.592,
"GBR","TEACHER","PRY_50_OVER","PC","A","2012",20.591,
"GBR","TEACHER","PRY_50_OVER","PC","A","2013",15.959,
"GBR","TEACHER","PRY_50_OVER","PC","A","2014",17.779,
"GBR","TEACHER","PRY_50_OVER","PC","A","2015",15.146,
"GBR","TEACHER","PRY_50_OVER","PC","A","2016",15.153,
"GBR","TEACHER","PRY_50_OVER","PC","A","2017",14.924,
"GBR","TEACHER","PRY_LT30","PC","A","2005",22.897,
"GBR","TEACHER","PRY_LT30","PC","A","2010",31.669,
"GBR","TEACHER","PRY_LT30","PC","A","2011",30.824,
"GBR","TEACHER","PRY_LT30","PC","A","2012",30.824,
"GBR","TEACHER","PRY_LT30","PC","A","2013",28.937,
"GBR","TEACHER","PRY_LT30","PC","A","2014",27.299,
"GBR","TEACHER","PRY_LT30","PC","A","2015",30.747,
"GBR","TEACHER","PRY_LT30","PC","A","2016",30.738,
"GBR","TEACHER","PRY_LT30","PC","A","2017",30.686,
"GBR","TEACHER","SRY_50_OVER","PC","A","2005",32.94,
"GBR","TEACHER","SRY_50_OVER","PC","A","2010",27.507,
"GBR","TEACHER","SRY_50_OVER","PC","A","2011",27.518,
"GBR","TEACHER","SRY_50_OVER","PC","A","2012",26.967,
"GBR","TEACHER","SRY_50_OVER","PC","A","2013",26.114,
"GBR","TEACHER","SRY_50_OVER","PC","A","2014",25.268,
"GBR","TEACHER","SRY_50_OVER","PC","A","2015",23.37,
"GBR","TEACHER","SRY_50_OVER","PC","A","2016",21.797,
"GBR","TEACHER","SRY_50_OVER","PC","A","2017",23.012,
"GBR","TEACHER","SRY_LT30","PC","A","2005",15.302,
"GBR","TEACHER","SRY_LT30","PC","A","2010",20.381,
"GBR","TEACHER","SRY_LT30","PC","A","2011",20.411,
"GBR","TEACHER","SRY_LT30","PC","A","2012",21.016,
"GBR","TEACHER","SRY_LT30","PC","A","2013",19.104,
"GBR","TEACHER","SRY_LT30","PC","A","2014",21.88,
"GBR","TEACHER","SRY_LT30","PC","A","2015",20.519,
"GBR","TEACHER","SRY_LT30","PC","A","2016",21.392,
"GBR","TEACHER","SRY_LT30","PC","A","2017",20.024,
"GBR","TEACHER","TRY_50_OVER","PC","A","2005",29.778,
"GBR","TEACHER","TRY_50_OVER","PC","A","2010",39.356,
"GBR","TEACHER","TRY_50_OVER","PC","A","2011",39.314,
"GBR","TEACHER","TRY_50_OVER","PC","A","2012",39.741,
"GBR","TEACHER","TRY_50_OVER","PC","A","2013",40.212,
"GBR","TEACHER","TRY_50_OVER","PC","A","2014",41.277,
"GBR","TEACHER","TRY_50_OVER","PC","A","2015",41.6,
"GBR","TEACHER","TRY_50_OVER","PC","A","2016",40.511,
"GBR","TEACHER","TRY_50_OVER","PC","A","2017",40.523,
"GBR","TEACHER","TRY_LT30","PC","A","2005",11.992,
"GBR","TEACHER","TRY_LT30","PC","A","2010",6.873,
"GBR","TEACHER","TRY_LT30","PC","A","2011",7.065,
"GBR","TEACHER","TRY_LT30","PC","A","2012",6.635,
"GBR","TEACHER","TRY_LT30","PC","A","2013",6.527,
"GBR","TEACHER","TRY_LT30","PC","A","2014",6.35,
"GBR","TEACHER","TRY_LT30","PC","A","2015",6.117,
"GBR","TEACHER","TRY_LT30","PC","A","2016",6.85,
"GBR","TEACHER","TRY_LT30","PC","A","2017",6.811,
"USA","TEACHER","PRY_50_OVER","PC","A","2005",32.496,
"USA","TEACHER","PRY_50_OVER","PC","A","2010",31.352,
"USA","TEACHER","PRY_50_OVER","PC","A","2011",31.359,
"USA","TEACHER","PRY_50_OVER","PC","A","2012",31.343,
"USA","TEACHER","PRY_50_OVER","PC","A","2013",31.334,
"USA","TEACHER","PRY_50_OVER","PC","A","2014",31.326,
"USA","TEACHER","PRY_50_OVER","PC","A","2015",31.352,
"USA","TEACHER","PRY_50_OVER","PC","A","2016",28.95,
"USA","TEACHER","PRY_50_OVER","PC","A","2017",29.038,
"USA","TEACHER","PRY_LT30","PC","A","2005",18.118,
"USA","TEACHER","PRY_LT30","PC","A","2010",15.392,
"USA","TEACHER","PRY_LT30","PC","A","2011",15.395,
"USA","TEACHER","PRY_LT30","PC","A","2012",15.386,
"USA","TEACHER","PRY_LT30","PC","A","2013",15.381,
"USA","TEACHER","PRY_LT30","PC","A","2014",15.376,
"USA","TEACHER","PRY_LT30","PC","A","2015",15.392,
"USA","TEACHER","PRY_LT30","PC","A","2016",16.135,
"USA","TEACHER","PRY_LT30","PC","A","2017",16.155,
"USA","TEACHER","SRY_50_OVER","PC","A","2005",33.513,
"USA","TEACHER","SRY_50_OVER","PC","A","2010",31.562,
"USA","TEACHER","SRY_50_OVER","PC","A","2011",31.58,
"USA","TEACHER","SRY_50_OVER","PC","A","2012",31.576,
"USA","TEACHER","SRY_50_OVER","PC","A","2013",31.552,
"USA","TEACHER","SRY_50_OVER","PC","A","2014",31.545,
"USA","TEACHER","SRY_50_OVER","PC","A","2015",31.59,
"USA","TEACHER","SRY_50_OVER","PC","A","2016",31.059,
"USA","TEACHER","SRY_50_OVER","PC","A","2017",31.137,
"USA","TEACHER","SRY_LT30","PC","A","2005",17.125,
"USA","TEACHER","SRY_LT30","PC","A","2010",15.598,
"USA","TEACHER","SRY_LT30","PC","A","2011",15.596,
"USA","TEACHER","SRY_LT30","PC","A","2012",15.598,
"USA","TEACHER","SRY_LT30","PC","A","2013",15.607,
"USA","TEACHER","SRY_LT30","PC","A","2014",15.603,
"USA","TEACHER","SRY_LT30","PC","A","2015",15.602,
"USA","TEACHER","SRY_LT30","PC","A","2016",14.082,
"USA","TEACHER","SRY_LT30","PC","A","2017",14.111,
"USA","TEACHER","TRY_50_OVER","PC","A","2005",,"M"
"USA","TEACHER","TRY_50_OVER","PC","A","2010",,"M"
"USA","TEACHER","TRY_50_OVER","PC","A","2011",,"M"
"USA","TEACHER","TRY_50_OVER","PC","A","2012",,"M"
"USA","TEACHER","TRY_50_OVER","PC","A","2013",,"M"
"USA","TEACHER","TRY_50_OVER","PC","A","2014",,"M"
"USA","TEACHER","TRY_50_OVER","PC","A","2015",,"M"
"USA","TEACHER","TRY_50_OVER","PC","A","2016",,"M"
"USA","TEACHER","TRY_50_OVER","PC","A","2017",,"M"
"USA","TEACHER","TRY_LT30","PC","A","2005",,"M"
"USA","TEACHER","TRY_LT30","PC","A","2010",,"M"
"USA","TEACHER","TRY_LT30","PC","A","2011",,"M"
"USA","TEACHER","TRY_LT30","PC","A","2012",,"M"
"USA","TEACHER","TRY_LT30","PC","A","2013",,"M"
"USA","TEACHER","TRY_LT30","PC","A","2014",,"M"
"USA","TEACHER","TRY_LT30","PC","A","2015",,"M"
"USA","TEACHER","TRY_LT30","PC","A","2016",,"M"
"USA","TEACHER","TRY_LT30","PC","A","2017",,"M"
"ARG","TEACHER","PRY_50_OVER","PC","A","2005",,"M"
"ARG","TEACHER","PRY_50_OVER","PC","A","2010",,"M"
"ARG","TEACHER","PRY_50_OVER","PC","A","2011",,"M"
"ARG","TEACHER","PRY_50_OVER","PC","A","2012",,"M"
"ARG","TEACHER","PRY_50_OVER","PC","A","2013",,"M"
"ARG","TEACHER","PRY_50_OVER","PC","A","2014",,"M"
"ARG","TEACHER","PRY_50_OVER","PC","A","2015",,"M"
"ARG","TEACHER","PRY_LT30","PC","A","2005",,"M"
"ARG","TEACHER","PRY_LT30","PC","A","2010",,"M"
"ARG","TEACHER","PRY_LT30","PC","A","2011",,"M"
"ARG","TEACHER","PRY_LT30","PC","A","2012",,"M"
"ARG","TEACHER","PRY_LT30","PC","A","2013",,"M"
"ARG","TEACHER","PRY_LT30","PC","A","2014",,"M"
"ARG","TEACHER","PRY_LT30","PC","A","2015",,"M"
"ARG","TEACHER","SRY_50_OVER","PC","A","2005",,"M"
"ARG","TEACHER","SRY_50_OVER","PC","A","2010",,"M"
"ARG","TEACHER","SRY_50_OVER","PC","A","2011",,"M"
"ARG","TEACHER","SRY_50_OVER","PC","A","2012",,"M"
"ARG","TEACHER","SRY_50_OVER","PC","A","2013",,"M"
"ARG","TEACHER","SRY_50_OVER","PC","A","2014",,"M"
"ARG","TEACHER","SRY_50_OVER","PC","A","2015",,"M"
"ARG","TEACHER","SRY_LT30","PC","A","2005",,"M"
"ARG","TEACHER","SRY_LT30","PC","A","2010",,"M"
"ARG","TEACHER","SRY_LT30","PC","A","2011",,"M"
