"Region, subregion, country or area *",Reference date (as of 1 July),age0,age5,age10,age15,age20,age25,age30,age35,age40,age45,age50,age55,age60,age65,age70,age75,age80,age85,age90,age95,age100
French Guiana,2020,35.621,30.5,28.955,28.598,25.329,20.78,18.573,20.146,19.499,17.491,14.918,11.793,9.853,7.373,4.377,2.845,1.196,0.506,0.241,0.076,0.012
Guyana,2020,73.864,73.764,70.499,74.852,77.395,67.911,44.034,49.075,45.3,45.225,42.774,36.563,30.245,21.111,15.024,7.916,6.768,2.178,1.268,0.663,0.13
Paraguay,2020,701.092,682.819,676.926,659.352,677.788,643.255,595.068,514.058,406.934,320.704,290.815,257.549,220.376,181.786,127.51,86.215,53.863,24.197,9.67,2.232,0.321
Peru,2020,2833.265,2612.135,2696.055,2438.549,2608.093,2767.692,2693.379,2537.783,2300.83,2045.834,1792.13,1521.749,1247.472,1029.167,732.079,523.33,345.376,174.546,58.589,12.307,1.486
Suriname,2020,52.186,52.645,51.594,50.637,48.736,47.036,42.969,39.817,35.203,37.521,32.863,31.965,21.601,15.327,11.343,7.342,4.711,2.178,0.771,0.166,0.023
Uruguay,2020,236.656,236.414,233.314,245.615,254.065,257.495,239.616,221.53,234.364,220.656,196.341,194.736,178.824,149.097,123.811,96.455,70.331,48.223,25.232,8.809,2.143
Venezuela (Bolivarian Republic of),2020,2363.409,2731.19,2657.796,2500.772,2101.628,2028.711,2064.324,1963.597,1867.72,1697.254,1599.831,1415.152,1177.441,865.114,603.581,386.279,226.565,118.75,49.076,14.875,2.878
Australia,2020,1669.707,1639.267,1610.574,1519.906,1594.568,1780.886,1875.461,1842.883,1628.711,1677.349,1558.324,1549.411,1418.526,1232.661,1083.379,762.997,522.945,329.05,156.557,42.382,4.337
New Zealand,2020,301.256,314.028,321.707,303.246,324.477,346.758,324.444,294.622,278.415,313.459,311.981,316.71,281.813,240.499,213.606,148.226,97.32,55.323,27.178,6.473,0.692
Fiji,2020,89.39,87.75,82.927,75.208,71.883,70.062,66.837,68.117,57.042,49.481,47.401,44.036,34.16,22.959,15.417,8.216,4.051,1.222,0.257,0.026,0.002
New Caledonia,2020,19.798,21.516,21.807,21.396,23.349,19.843,20.797,20.694,19.726,21.097,18.244,16.707,12.832,9.963,8.094,5.209,2.828,1.133,0.379,0.07,0.009
Papua New Guinea,2020,1107.184,1043.164,994.174,923.709,836.809,717.375,636.511,584.026,510.591,427.793,348.733,280.386,217.02,155.066,89.797,46.858,20.258,6.242,1.244,0.084,0.003
Solomon Islands,2020,103.156,93.014,78.791,70.034,60.995,50.835,42.609,39.441,37.09,31.58,22.806,17.889,13.425,9.553,7.157,4.836,2.265,1.083,0.268,0.047,0.004
Vanuatu,2020,42.08,38.805,37.092,29.834,25.909,24.859,22.997,18.006,16.116,13.076,11.562,8.983,6.75,4.687,3.149,1.689,1.211,0.297,0.044,0.004,0
Guam,2020,13.545,13.435,13.29,13.871,13.827,13.204,11.718,10.117,9.66,10.276,10.225,9.939,7.891,6.44,4.953,2.828,2.08,1.071,0.331,0.071,0.011
Kiribati,2020,15.16,14.303,13.438,10.194,10.897,9.627,9.061,7.543,6.24,4.933,5.432,4.556,3.028,2.113,1.462,0.868,0.373,0.148,0.056,0.012,0.002
Micronesia (Fed. States of),2020,12.265,11.783,11.829,11.47,11.648,10.7,8.263,6.825,5.978,5.451,5.111,4.674,3.974,2.758,1.403,0.526,0.253,0.09,0.018,0.002,0
French Polynesia,2020,20.092,19.542,22.79,21.344,21.458,18.922,22.667,20.7,18.914,20.674,18.952,16.697,12.68,10.362,5.881,4.942,2.453,1.393,0.356,0.077,0.008
Samoa,2020,26.99,24.133,22.684,19.314,16.572,14.723,11.657,10.355,9.881,9.679,8.967,7.503,5.865,4.095,2.742,1.838,0.938,0.34,0.122,0.012,0
Tonga,2020,12.201,12.438,12.103,11.419,9.698,7.442,6.11,6.073,5.326,4.964,4.856,3.845,2.963,2.34,1.645,1.146,0.718,0.308,0.092,0.01,0
Belarus,2020,548.121,595.719,485.256,443.627,425.472,652.33,814.015,716.333,652.631,632.77,592.26,753.531,665.034,578.217,269.539,256.023,218.763,101.383,41.787,6.121,0.389
Bulgaria,2020,312.73,336.652,370.613,315.268,299.467,390.45,480.839,476.752,534.664,527.321,476.55,468.154,467.298,455.294,424.6,285.768,191.839,101.275,28.222,4.51,0.179
Czechia,2020,558.81,554.836,573.613,487.718,471.397,633.942,716.916,761.294,930.407,867.947,693.997,657.273,643.722,680.895,612.775,418.324,235.463,143.813,54.174,11.279,0.387
Hungary,2020,461.142,447.424,483.361,485.846,517.943,633.747,612.164,644.978,814.684,773.529,648.151,553.237,636.319,670.113,475.771,370.805,239.744,132.075,45.781,12.918,0.618
Poland,2020,1884.914,1899.957,1974.514,1734.622,1965.983,2465.575,2825.848,3179.075,2958.637,2576.804,2238.497,2324.671,2725.26,2448.887,1855.853,1044.673,884.06,557.545,239.201,57.005,5.024
Republic of Moldova,2020,202.52,221.538,216.87,202.416,241.118,329.715,417.989,355.887,301.677,261.131,234.464,286.551,258.125,230.164,105.415,79.574,53.265,25.712,8.463,1.292,0.077
Romania,2020,939.606,965.441,1080.761,994.545,1009.877,1076.387,1396.156,1189.744,1523.497,1502.971,1526.148,1043.01,1289.96,1245.988,927.458,602.811,536.99,274.612,93.693,16.865,1.162
Russian Federation,2020,9271.691,9350.916,8174.262,7081.775,6614.696,8993.089,12543.831,11924.724,10604.635,9770.682,8479.651,10418.015,10073.623,8427.746,5390.381,3159.337,3485.779,1389.639,668.338,102.243,9.407
Slovakia,2020,283.691,282.9,282.577,262.918,290.705,365.08,410.494,437.109,457.808,403.592,346.849,362.368,361.838,333.373,236.821,161.89,100.449,56.655,18.906,3.456,0.164
Ukraine,2020,2113.85,2475.661,2403.743,1979.774,2146.047,2752.444,3584.834,3624.124,3337.191,3069.213,2802.958,3103.779,2927.644,2612.212,1769.077,1214.353,1187.162,412.197,188.148,27.429,1.919
Channel Islands,2020,8.702,8.861,8.47,9.31,10.437,11.332,11.779,12.11,11.623,13.291,13.714,12.464,10.619,9.393,7.644,5.649,4.274,2.535,1.207,0.372,0.073
Denmark,2020,308.596,297.433,337.045,338.903,373.946,402.016,355.016,317.274,360.966,377.241,421.735,388.391,345.703,308.827,351.301,234.837,147.182,78.137,36.193,10.135,1.326
Estonia,2020,69.176,74.485,75.193,62.295,58.008,87.546,101.57,92.061,88.573,96.365,76.415,88.868,85.725,83.747,53.147,54.282,43.508,23.427,10.146,1.864,0.138
Finland,2020,264.132,304.547,310.362,296.298,313.253,359.1,347.432,359.148,345.452,314.108,351.007,369.548,356.648,355.677,357.602,225.386,159.123,96.401,44.211,10.308,0.975
Iceland,2020,20.439,22.631,23.213,21.495,22.239,25.559,23.306,23.565,21.816,21.15,20.726,21.385,20.411,17.125,13.941,9.474,6.149,4.272,1.835,0.468,0.051
Ireland,2020,313.653,358.29,356.711,312.036,289.684,277.653,310.946,384.982,395.554,367.674,312.197,288.736,249.848,230.937,196.806,133.857,88.108,45.73,18.39,5.364,0.64
Latvia,2020,114.02,93.749,102.172,86.552,69.531,118.692,142.259,120.963,120.748,133.139,119.177,145.065,129.931,120.213,74.721,87.983,49.474,34.973,17.612,4.669,0.559
Lithuania,2020,145.118,155.557,120.68,122.161,133.645,183.233,186.363,151.202,161.179,194.73,184.854,235.704,186.583,166.228,108.457,114.826,83.342,55.827,25.757,6.274,0.571
Norway,2020,301.748,312.575,321.226,321.805,353.269,373.114,376.835,361.889,347.418,377.512,377.386,335.122,311.183,274.973,266.78,179.668,113.269,70.818,33.614,9.958,1.08
Sweden,2020,601.45,592.501,585.901,541.226,543.786,733.144,692.949,627.35,609.202,654.921,679.405,617.242,567.133,526.735,564.149,430.095,269.777,161.722,76.911,21.401,2.27
United Kingdom,2020,3924.49,4119.566,3956.34,3686.133,4074.64,4484.067,4706.828,4588.196,4308.13,4296.121,4634.54,4538.925,3905.016,3381.761,3388.488,2442.147,1736.567,1077.555,490.577,130.083,15.834
Albania,2020,166.278,167.554,162.181,199.597,228.356,244.323,223.924,166.849,152.51,170.509,184.185,201.906,186.459,143.783,108.132,86.536,53.876,23.388,6.627,0.776,0.051
Bosnia and Herzegovina,2020,133.254,161.958,181.24,165.035,216.168,187.104,216.385,242,220.803,226.935,231.338,268.844,241.967,221.828,143.428,99.07,84.515,25.473,11.15,2.165,0.155
Croatia,2020,184.151,201.625,211.194,196.912,236.131,236.069,257.519,281.772,288.137,268.865,281.014,300.369,289.048,276.33,206.036,155.919,133.892,71.205,25.034,3.81,0.236
Greece,2020,409.459,471.668,542.237,526.618,529.416,527.8,597.812,738.703,780.463,793.946,796.343,709.351,676.528,580.634,549.464,406.619,394.392,260.756,104.969,23.197,2.681
Italy,2020,2324.694,2670.301,2857.357,2876.091,2942.506,3160.93,3365.512,3632.922,4188.984,4833.02,4908.246,4658.946,3953.567,3531.295,3391.798,2637.11,2302.393,1397.261,639.739,172.639,16.517
Malta,2020,21.674,21.428,20.365,20.562,25.05,30.162,32.927,32.426,31.153,28.293,25.036,28.176,30.131,27.549,27.97,17.196,11.642,6.519,2.553,0.649,0.078
Montenegro,2020,36.906,37.037,39.389,39.148,41.268,42.928,42.561,45.787,42.874,41.048,38.143,42.177,39.754,37.191,24.534,15.904,13.154,6.343,1.696,0.208,0.012
North Macedonia,2020,111.883,115.669,112.251,121.2,130.294,152.689,162.011,163.966,154.54,145.361,145.073,137.759,129.065,115.581,79.175,54.708,34.316,14.237,3.266,0.324,0.012
Portugal,2020,400.652,440.424,489.999,525.167,539.834,533.864,560.997,654.312,765.451,810.46,743.389,737.618,672.519,621.305,566.943,451.371,352.212,224.13,84.924,19.175,1.961
Serbia,2020,419.057,436.763,486.863,512.868,529.169,573.297,617.923,596.961,621.552,608.342,570.649,550.859,547.854,594.617,464.141,265.541,204.461,105.409,28.003,2.934,0.107
Slovenia,2020,101.272,108.899,104.506,91.87,96.316,109.178,133.863,149.786,158.373,146.953,151.312,149.89,145.593,139.348,97.508,79.987,59.368,37.278,14.426,3.015,0.191
Spain,2020,1990.096,2244.391,2497.954,2238.123,2255.909,2361.69,2618.972,3283.021,4000.876,3937.623,3632.242,3414.085,2939.311,2401.343,2204.15,1811.156,1288.336,1039.117,471.255,112.05,13.083
Austria,2020,448.166,426.016,423.838,452.37,508.761,606.616,620.374,623.042,565.684,612.581,713.443,693.557,582.363,450.957,407.288,383.149,260.228,142.473,67.309,17.03,1.155
Belgium,2020,633.653,669.05,671.469,640.782,657.702,728.383,746.195,757.802,751.566,766.873,795.492,803.249,735.907,633.969,555.598,383.815,320.824,216.704,95.034,23.664,1.885
France,2020,3619.987,3907.487,3995.688,3887.789,3697.019,3674.01,3941.533,4069.517,3943.397,4382.27,4363.401,4271.656,3973.248,3791.538,3523.616,2204.088,1812.327,1329.814,664.899,200.785,19.443
Germany,2020,4058.679,3822.225,3811.645,4118.971,4553.436,4823.925,5441.865,5430.155,5059.667,5183.684,6681.221,6807.172,5820.703,4823.439,3833.823,3637.591,3259.094,1635.049,758.147,204.159,19.295
Luxembourg,2020,33.249,32.657,31.481,34.42,39.835,45.698,49.138,49.178,46.555,48.045,48.183,42.673,34.781,27.342,22.223,15.65,12.253,8.375,3.471,0.706,0.063
Netherlands,2020,858.9,893.863,937.7,1015.992,1020.747,1076.733,1077.138,1020.393,1004.922,1146.514,1273.712,1250.36,1124.957,1004.544,952.449,639.075,438.424,261.756,106.695,27.036,2.963
Switzerland,2020,451.829,433.116,409.669,425.198,484.186,555.543,597.572,621.652,570.855,595.733,676.756,643.866,535.823,441.612,421.519,330.474,228.8,144.798,67.468,16.454,1.695
Canada,2020,1993.132,1977.789,1983.001,1988.319,2363.469,2733.147,2626.365,2652.296,2463.309,2383.358,2423.48,2758.953,2562.565,2150.179,1792.853,1225.823,814.597,518.702,252.681,69.593,8.546
United States of America,2020,19676.332,20045.152,21089.487,21242.908,22258.745,23835.33,23052.479,21615.791,20294.599,20053.798,20577.807,21542.27,20669.143,17819.027,14354.863,9727.734,6461.202,3911.104,2051.136,626.636,97.104
