"Region, subregion, country or area *",Reference date (as of 1 July),age0,age5,age10,age15,age20,age25,age30,age35,age40,age45,age50,age55,age60,age65,age70,age75,age80,age85,age90,age95,age100
Peru,2020,1449.868,1309.452,1325.559,1181.735,1208.975,1361.349,1372.968,1309.074,1180.561,1047.925,900.044,757.902,617.118,501.384,352.748,243.752,161.173,71.136,21.842,3.646,0.395
Suriname,2020,27.047,27.269,26.727,26.26,25.223,23.975,22.065,19.815,17.579,18.554,16.536,15.674,10.532,6.925,4.908,2.863,1.761,0.798,0.256,0.05,0.005
Uruguay,2020,120.998,120.696,119.355,125.373,129.196,130.68,120.774,110.535,116.131,108.977,94.801,92.752,83.283,68.057,53.325,38.711,24.278,13.862,5.155,1.192,0.205
Venezuela (Bolivarian Republic of),2020,1202.873,1394.843,1359.749,1275.233,1054.724,1003.451,1008.211,952.682,903.88,822.05,772.827,677.22,557.009,403.603,273.791,168.24,90.992,43.393,15.371,3.999,0.791
Australia,2020,857.499,841.026,825.846,777.475,811.222,909.705,939.585,921.591,810.368,831.536,768.934,767.4,693.712,601.807,527.592,365.811,241.273,136.756,56.263,12.306,0.918
New Zealand,2020,154.692,161.05,165.337,154.479,166.357,178.375,161.465,141.357,133.195,148.703,148.794,152.927,135.788,116.055,103.116,69.922,43.416,23.029,10.011,1.929,0.166
Fiji,2020,45.916,44.88,42.327,38.671,36.66,35.589,34.305,34.883,29.456,25.4,23.994,22.174,16.526,10.779,6.927,3.265,1.611,0.513,0.126,0.015,0.001
New Caledonia,2020,10.124,10.995,11.127,10.894,11.948,10.399,10.591,10.492,9.782,10.614,9.049,8.265,6.142,4.951,3.993,2.53,1.088,0.407,0.095,0.011,0.001
Papua New Guinea,2020,572.643,538.956,513.244,476.348,430.132,367.562,325.449,298.33,260.275,217.134,175.123,138.417,104.725,72.966,41.927,21.899,9.395,2.901,0.595,0.049,0.002
Solomon Islands,2020,53.119,47.985,40.669,36.194,31.786,26.248,21.129,18.996,18.015,15.758,11.469,8.969,6.754,4.745,3.395,2.295,1.101,0.49,0.124,0.019,0.002
Vanuatu,2020,21.657,20.094,19.24,15.539,13.187,11.719,10.958,8.871,8.08,6.625,5.963,4.543,3.494,2.427,1.596,0.884,0.643,0.145,0.023,0.002,0
Guam,2020,6.954,6.898,6.833,7.126,7.238,6.77,5.895,5.083,4.89,5.176,5.271,5.105,3.943,3.124,2.319,1.262,0.802,0.346,0.092,0.012,0.001
Kiribati,2020,7.771,7.479,6.83,5.19,5.467,4.844,4.364,3.591,2.973,2.336,2.523,2.162,1.37,0.876,0.555,0.263,0.103,0.038,0.009,0,0
Micronesia (Fed. States of),2020,6.295,6.073,6.017,5.91,6.007,5.594,4.352,3.427,3.081,2.672,2.471,2.351,1.929,1.36,0.642,0.192,0.078,0.024,0.005,0,0
French Polynesia,2020,10.282,10.134,11.548,11.288,10.806,9.556,11.156,10.125,9.658,10.364,9.933,8.401,6.638,5.208,2.989,2.383,1.085,0.555,0.129,0.021,0.002
Samoa,2020,14.025,12.525,11.771,10.015,8.774,7.872,6.2,5.368,5.082,5.122,4.733,3.786,2.966,1.976,1.222,0.742,0.362,0.12,0.038,0.004,0
Tonga,2020,6.263,6.42,6.384,5.925,5.048,3.707,2.889,2.773,2.53,2.351,2.414,1.929,1.396,1.093,0.761,0.514,0.326,0.138,0.038,0.005,0
Belarus,2020,277.4,306.942,248.915,227.984,218.608,333.729,416.816,360.742,320.97,301.557,275.42,343.489,284.767,225.597,99.113,74.958,53.989,20.708,7.044,0.594,0.025
Bulgaria,2020,160.787,173.016,190.393,162.773,154.94,201.794,247.927,248.31,275.301,270.608,240.384,230.297,219.716,200.751,174.818,109.488,67.832,33.989,9.351,1.575,0.071
Czechia,2020,287.156,285.03,294.354,249.956,241.192,323.51,367.89,392.27,477.37,444.369,353.226,329.222,313.111,317.105,270.742,172.591,87.962,47.75,15.08,2.558,0.078
Hungary,2020,237.052,229.364,247.724,249.731,265.562,323.916,312.996,325.171,409.741,388.418,318.463,263.135,287.562,288.884,190.751,135.231,74.196,36.684,10.818,2.751,0.138
Poland,2020,967.319,973.593,1011.282,881.682,995.319,1263.507,1470.157,1646.565,1502.714,1291.697,1110.61,1128.396,1280.235,1094.529,779.602,399.586,299.133,165.615,61.846,13.289,1.207
Republic of Moldova,2020,103.954,114.314,111.388,104.616,123.09,167.765,212.169,180.714,149.505,126.309,109.905,129.776,112.051,93.81,41.172,26.931,15.512,7.108,1.678,0.177,0.009
Romania,2020,482.783,496.283,555.265,511.303,522.529,562.625,729.163,613.306,773.368,762.811,761.724,505.639,596.075,548.023,385.519,232.234,183.53,93.316,31.959,5.97,0.487
Russian Federation,2020,4762.826,4802.236,4186.103,3620.95,3373.933,4575.841,6300.711,5911.074,5127.944,4674.805,3928.987,4660.894,4225.282,3255.893,1922.538,937.202,920.439,318.953,121.86,11.041,0.787
Slovakia,2020,145.185,144.632,144.626,134.736,149.025,186.908,209.575,224.432,235.153,204.892,172.041,175.581,169.534,148.913,98.537,59.653,32.475,16.433,5.055,1.032,0.061
Ukraine,2020,1087.54,1274.658,1237.435,1021.056,1100.799,1408.741,1824.887,1828.869,1627.017,1473.562,1298.962,1380.075,1225.646,999.434,633.399,376.77,319.817,103.844,36.422,3.962,0.253
Channel Islands,2020,4.466,4.439,4.384,4.76,5.381,5.791,5.936,6.164,5.801,6.612,6.763,6.117,5.219,4.659,3.613,2.647,1.901,0.954,0.377,0.078,0.008
Denmark,2020,158.372,152.596,173.333,172.736,191.772,205.131,180.83,159.302,180.646,187.736,213.909,193.555,170.579,149.766,171.655,109.011,64.083,30.3,11.51,2.322,0.217
Estonia,2020,35.833,38.077,38.734,31.977,29.565,46.271,53.711,47.532,45.678,49.018,37.452,42.273,38.604,34.464,20.527,18.131,12.348,5.796,2.148,0.3,0.017
Finland,2020,135.26,155.843,158.632,151.856,160.648,183.691,178.959,184.782,176.944,160.15,176.226,183.954,174.598,170.404,167.479,100.241,64.157,33.973,12.36,2.095,0.154
Iceland,2020,10.481,11.493,11.981,10.888,11.349,13.158,11.85,12.041,10.982,10.715,10.271,10.512,10.18,8.604,7.024,4.494,2.809,1.743,0.675,0.144,0.011
Ireland,2020,161.56,183.869,182.055,158.874,146.666,141.198,154.931,186.925,192.61,181.919,155.399,143.132,122.993,113.389,95.764,63.883,39.656,18.94,6.086,1.378,0.122
Latvia,2020,59.441,48.731,52.557,43.84,36.159,61.295,72.749,61.417,59.619,64.627,56.624,66.488,56.716,47.763,26.833,27.573,14.438,8.335,3.372,0.68,0.079
Lithuania,2020,74.742,80.143,61.526,63.046,68.453,95.967,96.833,78.184,80.127,94.174,88.016,107.707,81.13,66.247,38.601,37.18,28.005,13.723,5.078,1.015,0.09
Norway,2020,155.382,160.458,164.803,164.38,182.417,192.462,192.415,187.073,180.065,194.631,194.595,171.954,157.465,137.16,130.988,84.651,48.827,27.095,10.62,2.342,0.2
Sweden,2020,309.24,304.038,301.14,276.95,280.047,374.455,352.981,320.963,310.337,331.865,344.973,312.494,283.735,260.421,274.804,206.281,120.133,63.024,25.178,5.45,0.438
United Kingdom,2020,2009.363,2108.55,2022.37,1880.611,2072.674,2275.138,2361.054,2279.836,2148.253,2128.343,2281.421,2232.388,1919.839,1647.391,1624.635,1137.438,766.956,438.663,169.952,34.524,3.016
Albania,2020,86.564,87.732,86.957,106.218,117.374,129.317,122.633,90.658,75.896,80.264,88.504,98.654,91.164,69.837,52.442,41.429,25.727,10.503,2.584,0.242,0.015
Bosnia and Herzegovina,2020,68.686,83.189,92.909,84.143,111.549,95.996,110.8,123.104,111.798,115.076,114.211,128.681,115.499,103.799,62.167,39.36,31.797,9.576,3.771,0.469,0.029
Croatia,2020,94.827,104.113,108.359,101.202,121.093,120.6,130.772,143.289,146.275,134.892,138.704,145.496,137.574,129.21,88.861,60.6,47.278,19.697,5.71,0.691,0.049
Greece,2020,211.175,243.575,279.401,269.364,270.45,276.779,310.198,376.988,396.607,397.116,392.909,342.686,320.081,268.709,252.669,183.083,164.914,105.159,43.491,9.374,1.098
Italy,2020,1197.289,1374.731,1470.174,1484.455,1526.577,1625.23,1702.976,1824.273,2092.329,2401.07,2420.466,2274.884,1903.045,1679.6,1586.76,1182.323,958.36,504.059,186.608,39.461,3.055
Malta,2020,11.144,11.118,10.539,10.509,12.914,15.744,17.114,16.845,16.043,14.529,12.736,14.17,14.948,13.637,13.456,7.866,4.9,2.301,0.736,0.156,0.015
Montenegro,2020,19.125,19.261,20.639,20.51,21.474,22.348,21.82,23.12,21.204,19.893,18.804,20.812,19.271,17.553,10.61,6.14,5.068,2.28,0.565,0.063,0.003
North Macedonia,2020,57.665,59.956,57.982,62.365,67.055,78.303,82.946,84.12,78.86,73.647,73.135,68.205,63.228,55.043,35.6,23.452,13.767,5.518,1.167,0.113,0.004
Portugal,2020,206.364,226.686,250.186,268.459,269.946,262.895,273.726,317.603,369.49,390.119,354.227,347.025,312.566,283.965,252.905,191.058,138.848,78.522,24.416,4.648,0.38
Serbia,2020,216.711,225.782,251.69,264.865,273.103,295.508,317.848,301.977,310.901,301.341,280.329,266.358,258.692,271.836,205.013,110.335,78.599,38.517,9.414,0.806,0.026
Slovenia,2020,52.033,56.013,53.854,47.333,49.861,55.915,69.516,78.345,83.47,77.291,76.94,75.409,72.831,68.599,45.362,34.221,22.778,11.512,3.381,0.534,0.032
Spain,2020,1025.667,1156.707,1290.642,1150.896,1154.966,1204.153,1316.047,1636.394,2026.517,2012.53,1828.634,1684.404,1426.256,1147.93,1022.777,805.921,530.58,378.432,147.935,28.428,2.522
Austria,2020,230.364,219.996,218.795,233.504,263.261,312.066,315.827,314.619,284.438,305.305,357.25,346.838,284.67,213.955,187.337,168.533,107.116,52.214,19.835,3.562,0.206
Belgium,2020,326.341,345.558,345.591,329.234,337.762,372.158,375.267,378.626,381.481,392.495,405.226,406.323,365.223,306.534,260.16,171.437,132.264,78.407,28.401,5.548,0.299
France,2020,1850.423,1995.914,2044.727,1985.946,1868.952,1822.073,1931.949,1995.352,1943.64,2169.139,2146.431,2079.209,1902.791,1785.851,1627.196,981.805,740.347,475.731,194.367,44.359,2.993
Germany,2020,2082.343,1970.345,1979.34,2150.221,2382.496,2521.798,2822.844,2774.455,2551.802,2607.67,3352.933,3393.206,2854.706,2291.081,1791.116,1631.884,1359.119,612.796,236.559,45.63,3.567
Luxembourg,2020,17.102,16.733,15.962,17.685,20.581,23.626,24.642,24.662,24.118,25.299,25.485,21.983,17.629,13.719,10.767,7.049,5.24,3.155,1.002,0.139,0.009
Netherlands,2020,440.38,458.893,481.729,521.581,522.344,548.471,545.558,515.17,503.787,572.54,639.652,630.637,562.407,494.644,464.156,301.906,192.588,100.68,33.241,6.31,0.471
Switzerland,2020,231.28,222.436,209.997,216.791,246.246,281.46,301.576,312.034,287.248,299.517,341.873,324.282,270.397,215.755,201.943,151.943,98.229,55.737,20.518,4.076,0.31
Canada,2020,1020.925,1011.765,1014.23,1017.281,1208.233,1389.541,1315.956,1321.892,1224.232,1189.671,1215.983,1380.774,1275.239,1047.397,867.426,568.286,355.943,205.33,83.6,17,1.474
United States of America,2020,10055.063,10246.393,10777.513,10834.321,11322.732,12144.455,11702.514,10858.871,10118.582,9969.099,10319.535,10702.065,10049.886,8465.274,6645.519,4326.986,2805.623,1538.659,703.131,179.003,20.792
