LocationName,Year,Sex,AreaType,Total,00-04,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+
Suriname,2015,Female,Rural,91.61429441,9.304028529,8.713247031,9.213572948,8.214647948,6.587704501,7.157648775,6.791734169,5.652269364,5.73178113,4.991532434,5.007413042,3.888042037,3.070771096,2.536355923,1.954231409,1.445643374,1.353670703
Uruguay,2015,Female,Rural,69.75393661,4.960803946,5.238284702,5.213483713,4.942226971,4.317595812,4.490695197,4.372945136,4.911417888,4.885669672,4.31993941,4.368663958,4.260851856,3.734544505,3.09768852,2.341425573,1.79739127,2.500308487
Bolivarian Republic of Venezuela,2015,Female,Rural,1568.67583,178.1377457,185.8604125,180.496091,155.2747292,128.2771852,122.263348,109.1134655,100.0884841,81.63535184,74.33382028,64.10913626,50.44693678,43.49330267,35.02888226,25.31474011,16.81892123,17.98327693
Bermuda,2015,Female,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,2015,Female,Rural,3151.457633,174.5640785,184.2012707,186.2118625,195.1235143,158.2866173,157.4817434,183.369814,195.4057851,210.7025522,228.8587756,272.655032,264.9066324,237.8548067,187.1968855,122.2548707,78.44739038,113.936002
Greenland,2015,Female,Rural,3.49367298,0.298706562,0.305659537,0.29911187,0.260073615,0.261412256,0.263550926,0.238257641,0.190705836,0.156427073,0.270713956,0.297493556,0.211842066,0.136600795,0.10207001,0.099644279,0.059247117,0.042155884
Saint Pierre and Miquelon,2015,Female,Rural,0.285975717,0.018214617,0.02064644,0.022796089,0.021398913,0.014978905,0.013487617,0.017083113,0.017644913,0.020038613,0.024831279,0.017882151,0.02170463,0.015468393,0.015891393,0.00994552,0.006990128,0.006973003
United States of America,2015,Female,Rural,29471.32357,1624.964932,1776.393747,1933.772317,1812.842857,1363.348878,1411.287202,1570.327963,1703.227291,1871.171855,2123.593345,2370.865015,2409.965881,2184.624319,1907.654105,1327.027086,886.0260722,1194.230703
Australia,2015,Female,Rural,1210.275938,73.33546983,84.49790542,86.63721561,77.88496151,50.04885823,51.50077653,63.19484943,74.09423651,90.66043928,93.68234631,101.0231328,96.72867191,86.65529334,74.02885739,45.91722547,27.85510643,32.53059237
New Zealand,2015,Female,Rural,307.4342927,20.16110246,22.34113213,21.78487632,18.77530252,13.72865017,13.03423025,15.57519315,18.22267717,22.94117664,25.4811333,27.30237103,24.54557824,21.05868418,17.70475175,11.08189354,6.762172253,6.933367628
Fiji,2015,Female,Rural,200.4551573,20.8959615,21.256012,18.72172102,15.81471144,14.65214937,14.79935661,15.41411604,13.24885205,10.80665006,10.90546003,11.41185313,10.25007797,7.651146182,6.104361143,4.271321865,2.456423693,1.794983146
New Caledonia,2015,Female,Rural,38.33901941,3.599597111,3.431292499,3.240160335,2.862192171,3.177288347,2.730168758,2.258161679,2.157656054,2.31637119,2.160260106,2.342310252,2.08709024,1.877098251,1.424644375,1.151511973,0.776769749,0.746446324
Papua New Guinea,2015,Female,Rural,3282.588049,422.349067,404.0360036,376.7987964,339.4881356,284.4179714,249.9992476,233.397916,210.0933403,191.7485143,148.0455551,120.883327,98.46830384,78.1692721,53.56276624,34.93149763,20.70228727,15.49604761
Solomon Islands,2015,Female,Rural,223.9461684,31.55155837,30.13669757,27.00453946,22.9883396,18.98827972,16.53613397,15.68524624,14.62388171,12.23655818,8.972616999,7.275752931,5.597151034,4.174726679,3.383464939,2.442515639,1.255554161,1.093151231
Vanuatu,2015,Female,Rural,97.55150127,11.94001224,13.26065456,10.76687837,8.814711748,7.521049657,7.807698794,6.472397591,5.786818771,5.395300816,4.644374616,4.710781421,2.953438619,2.797640553,1.666052634,1.467136008,0.960767577,0.585787293
Guam,2015,Female,Rural,4.639972211,0.36668651,0.376689372,0.421202554,0.409294874,0.364668279,0.31008563,0.277268789,0.266542682,0.310632068,0.318065109,0.300935753,0.240954695,0.20660292,0.173379242,0.110557981,0.090111134,0.09629462
Kiribati,2015,Female,Rural,29.03090069,3.077898501,3.111589084,3.114118132,2.846884437,2.574216553,2.365807077,2.18884061,1.774498768,1.499042033,1.722141777,1.342303468,1.049304751,0.784449295,0.606494599,0.453735211,0.301346377,0.218230021
Marshall Islands,2015,Female,Rural,7.10280496,0.919785586,1.058415251,0.976004407,0.65169236,0.320048384,0.341904876,0.440865165,0.368262791,0.410953766,0.375839995,0.352188645,0.311233736,0.234375618,0.169228053,0.081431068,0.055868709,0.034706549
Federated States of Micronesia,2015,Female,Rural,39.50602966,4.335380539,4.338724828,4.682036034,4.882503527,4.400296342,3.422981933,2.850069597,1.581754332,1.297988139,1.54259466,1.48369982,1.495971904,1.256232123,0.815250378,0.466859581,0.313197117,0.340488808
Nauru,2015,Female,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands,2015,Female,Rural,2.948650799,0.132148611,0.207559961,0.263380529,0.241923269,0.183464813,0.115692416,0.152531516,0.371343362,0.425084339,0.269896849,0.17802558,0.123258139,0.119609637,0.084865488,0.041356851,0.022675121,0.015834317
Palau,2015,Female,Rural,1.250381105,0.086824754,0.098023759,0.122805888,0.102464962,0.114300405,0.120320373,0.087287039,0.063514122,0.081736384,0.083266112,0.05463537,0.066517823,0.057205692,0.037760409,0.029836791,0.022229794,0.021651428
American Samoa,2015,Female,Rural,3.522880477,0.371029589,0.359557485,0.365388533,0.354766982,0.326792143,0.222815799,0.196329038,0.196322876,0.204459902,0.219065862,0.210751903,0.166159304,0.130691812,0.086431532,0.048370866,0.033872673,0.030074178
Cook Islands,2015,Female,Rural,2.638861285,0.259470408,0.250299208,0.242286358,0.241287281,0.187543582,0.175176193,0.123838545,0.128935167,0.161927817,0.196500815,0.13869782,0.134534233,0.103110359,0.09121029,0.071181645,0.078489292,0.054372274
French Polynesia,2015,Female,Rural,61.02221419,5.016193704,3.84974687,5.155847034,5.030020487,4.990373534,4.868505141,4.461847118,4.188868366,4.290216357,4.447742036,3.739353589,3.351571876,2.619076113,1.708572386,1.429416495,0.912435385,0.962427698
Niue,2015,Female,Rural,0.361844884,0.028990671,0.029660398,0.034830462,0.030888211,0.021801678,0.022461347,0.028128661,0.020939235,0.013606208,0.018351442,0.02524726,0.026989561,0.022751166,0.011561247,0.008820932,0.011026111,0.005790295
Samoa,2015,Female,Rural,75.70300707,9.441932841,9.854066499,8.931626991,7.88442708,6.422858677,4.673284734,4.211370925,4.053343002,3.836421924,3.63853065,3.260615588,2.69904242,2.099612032,1.42781132,1.263683723,0.899484194,1.104894467
Tokelau,2015,Female,Rural,0.65,0.051,0.053,0.06,0.073,0.065,0.044,0.024,0.015,0.044,0.044,0.03,0.038,0.021,0.016,0.018,0.026,0.028
Tonga,2015,Female,Rural,40.32305073,4.854154795,5.071477599,4.771683064,4.150704949,3.365452013,2.440288434,2.480402484,2.317431646,2.225754187,1.785963768,1.512998475,1.541043207,1.013345939,0.832255235,0.657460605,0.536271777,0.766362553
Tuvalu,2015,Female,Rural,2.112622367,0.196645985,0.204511409,0.230919078,0.227045292,0.175470399,0.140215072,0.087999879,0.080961552,0.11834488,0.140650607,0.137644677,0.093994104,0.096361939,0.059952822,0.051146158,0.037346892,0.033411622
Wallis and Futuna Islands,2015,Female,Rural,6.579,0.448,0.466,0.561,0.595,0.553,0.375,0.31,0.499,0.527,0.516,0.393,0.393,0.324,0.236,0.133,0.084,0.166
Burundi,2015,Female,Total,5470.139,996.873,801.962,631.727,544.583,522.247,480.621,380.298,269.206,193.731,165.857,137.494,119.439,88.333,53.845,38.283,24.84,20.8
Comoros,2015,Female,Total,381.969,58.021,52.993,46.429,38.353,31.488,29.393,28.01,22.368,18.118,14.978,12.452,10.012,7.393,4.659,3.476,2.205,1.621
Djibouti,2015,Female,Total,447.845,54.595,49.82,44.668,42.557,45.157,43.198,32.829,30.563,24.211,20.308,17.055,13.152,9.807,8.161,5.63,3.477,2.657
Eritrea,2015,Female,Total,3372.245,539.221,477.048,402.249,327.138,307.296,297.972,260.614,198.425,141.639,110.261,89.543,71.692,54.291,42.643,26.687,15.002,10.524
Ethiopia,2015,Female,Total,49448.456,7188.815,6694.486,6376.061,5801.741,4807.107,3815.447,3265.061,2531.056,2080.537,1670.993,1344.031,1148.012,890.339,748.936,516.625,313.127,256.082
Kenya,2015,Female,Total,23429.982,3583.552,3275.761,2855.03,2392.304,2116.676,2018.609,1736.78,1361.979,1011.116,767.717,638.71,539.075,429.849,291.495,177.73,124.567,109.032
Madagascar,2015,Female,Total,12152.929,1862.581,1651.811,1500.674,1353.789,1140.788,938.695,736.231,677.425,565.831,454.237,370.143,297.663,229.938,149.287,104.093,67.585,52.158
Malawi,2015,Female,Total,8624.062,1438.85,1311.01,1086.017,949.047,827.689,665.274,521.722,434.881,299.943,228.052,206.375,187.226,156.282,136.743,87.244,52.716,34.991
Mauritius,2015,Female,Total,635.899,34.871,37.449,44.932,46.467,50.21,46.606,45.385,50.866,43.835,43.767,47.679,40.817,34.127,26.91,16.943,11.737,13.298
Mayotte,2015,Female,Total,117.074,15.637,18.193,16.337,11.351,9.032,8.259,7.796,8.858,7.016,4.923,3.122,2.179,1.595,1.057,0.763,0.439,0.517
Mozambique,2015,Female,Total,13833.243,2255.472,2035.522,1806.709,1448.171,1227.444,1023.506,816.977,674.401,573.458,473.379,395.705,327.271,259.491,200.876,148.761,94.329,71.771
Réunion,2015,Female,Total,456.223,35.792,36.455,36.723,33.224,33.625,35.778,32.211,28.186,27.354,32.74,31.723,25.925,20.91,13.873,10.74,8.892,12.072
Rwanda,2015,Female,Total,6355.914,964.304,874.339,741.81,776.776,523.266,552.762,493.993,359.537,260.353,190.722,180.858,144.832,120.661,78.696,40.118,24.983,27.904
Seychelles,2015,Female,Total,46.239,3.678,3.22,3.297,3.277,3.397,3.471,3.577,3.49,3.553,3.523,3.292,2.512,1.614,1.245,0.985,0.888,1.22
Somalia,2015,Female,Total,5587.758,1008.062,855.507,717.696,617.368,488.891,392.187,317.59,259.031,215.159,180.009,147.669,120.663,96.601,71.475,47.754,30.931,21.165
South Sudan,2015,Female,Total,6069.389,927.446,820.386,739.35,661.556,574.879,480.497,385.666,322.112,270.135,224.809,182.048,143.285,108.218,91.945,67.751,40.87,28.436
Uganda,2015,Female,Total,20016.285,3703.219,3169.84,2683.573,2222.44,1841.751,1487.21,1188.796,931.132,714.308,548.311,418.006,325.946,264.725,202.331,146.972,86.579,81.146
United Republic of Tanzania,2015,Female,Total,26134.908,4453.118,3899.152,3240.266,2692.108,2325.831,2021.904,1696.228,1367.998,1034.821,791.535,651.273,561.317,463.345,376.493,265.102,166.44,127.977
Zambia,2015,Female,Total,7782.464,1416.202,1164.056,1010.071,853.17,691.571,584.418,499.37,421.645,316.683,224.758,160.6,123.563,99.57,83.888,60.835,39.874,32.19
Zimbabwe,2015,Female,Total,7602.011,1053.437,964.972,870.095,838.819,831.263,775.616,643.02,421.091,237.592,157.482,151.484,166.723,162.975,111.223,94.434,62.82,58.965
Angola,2015,Female,Total,11499.199,2059.632,1786.071,1494.382,1228.39,1019.343,846.47,686.986,551.712,437.081,361.242,299.133,240.037,185.052,125.906,88.017,53.114,36.631
Cameroon,2015,Female,Total,11696.369,1857.62,1640.108,1441.426,1250.726,1110.469,966.662,794.058,614.223,481.179,382.326,306.363,244.708,199.289,158.356,115.777,74.404,58.675
Central African Republic,2015,Female,Total,2438.759,347.726,307.362,289.418,263.874,232.236,208.727,174.807,137.345,106.567,83.967,71.001,61.638,50.531,39.133,29.8,19.492,15.135
Chad,2015,Female,Total,6789.434,1268.046,1062.27,899.864,752.774,617.456,496.562,397.624,313.047,241.19,185.091,150.879,126.698,104.314,68.965,49.942,31.324,23.388
Congo,2015,Female,Total,2335.884,379.536,327.424,278.88,236.543,198.089,175.123,156.511,135.749,110.664,87.006,68.173,53.909,42.683,32.928,24.107,15.72,12.839
Democratic Republic of the Congo,2015,Female,Total,35854.832,6153.844,5190.025,4481.901,3846.297,3279.332,2684.029,2200.865,1791.589,1480.649,1219.668,989.917,788.287,612.897,480.09,330.521,194.147,130.774
Equatorial Guinea,2015,Female,Total,390.265,58.969,50.837,43.294,39.064,36.286,32.479,23.9,17.452,18.165,19.559,17.914,13.6,8.025,3.983,2.877,2.023,1.838
Gabon,2015,Female,Total,870.383,124.488,110.353,97.173,87.148,79.757,70.481,59.072,48.277,40.291,34.265,27.989,22.946,19.376,15.998,13.219,9.781,9.769
Sao Tome and Principe,2015,Female,Total,102.582,15.31,14.328,11.999,9.791,8.826,8.637,8.319,6.215,4.249,3.778,3.099,2.655,1.73,1.141,0.969,0.914,0.622
Sweden,2015,Female,Total,4861.477,284.013,277.582,256.944,250.031,328.308,315.438,291.378,290.366,316.485,328.422,306.774,287.203,278.485,306.945,250.151,181.273,311.679
United Kingdom,2015,Female,Total,32346.835,1887.92,1912.892,1690.394,1783.166,1956.588,2122.304,2112.026,1963.805,2147.294,2348.817,2306.37,1990.83,1775.125,1857.522,1422.276,1166.421,1903.085
Albania,2015,Female,Total,1597.511,96.114,92.619,108.62,139.638,146.806,116.975,100.5,101.116,105.994,107.743,104.012,104.494,80.953,60.682,46.636,42.604,42.005
Andorra,2015,Female,Total,39.916,1.743,1.783,1.967,2.204,2.029,2.124,2.871,3.559,3.856,3.603,3.447,2.762,2.158,1.719,1.322,0.943,1.826
Bosnia and Herzegovina,2015,Female,Total,1956.128,81.824,80.437,111.344,134.291,131.662,139.779,135.925,119.837,124.533,141.185,154.85,129.089,122.577,90.855,100.16,84.161,73.619
Croatia,2015,Female,Total,2201.955,98.078,104.899,99.627,116.837,117.833,129.041,143.449,145.061,140.627,144.071,156.89,162.401,154.754,137.855,100.108,109.669,140.755
Gibraltar,2015,Female,Total,14.572,0.743,0.742,0.758,0.729,0.843,0.962,0.927,0.888,0.919,0.991,1.072,0.967,0.884,0.842,0.714,0.594,0.997
Greece,2015,Female,Total,5633.063,263.95,274.981,252.504,257.932,271.043,301.533,363.693,413.667,417.13,430.096,390.406,385.038,346.379,328.662,259.058,277.408,399.583
Holy See,2015,Female,Total,0.426,0.01,0.012,0.012,0.012,0.013,0.016,0.019,0.025,0.028,0.023,0.022,0.02,0.025,0.073,0.049,0.035,0.032
Italy,2015,Female,Total,31404.331,1383.461,1394.74,1388.124,1410.708,1514.408,1610.045,1790.598,2090.426,2410.586,2479.702,2372.626,2069.251,1879.845,1892.645,1566.94,1534.43,2615.796
Malta,2015,Female,Total,215.847,9.611,9.953,10.132,12.294,13.746,15.112,15.314,15.106,12.825,12.692,15.782,16.071,15.425,14.501,8.831,9.9,8.552
Montenegro,2015,Female,Total,314.512,17.267,19.133,18.233,20.373,21.369,20.221,23.027,21.918,20.929,19.933,21.878,21.196,19.656,16.608,9.924,12.994,9.853
Portugal,2015,Female,Total,5466.994,225.203,249.581,268.789,265.779,274.738,298.528,362.489,414.035,417.675,394.595,396.89,365.685,341.016,312.561,270.174,244.034,365.222
San Marino,2015,Female,Total,16.151,0.728,0.742,0.727,0.708,0.892,0.89,1.039,1.244,1.156,1.23,1.271,1.26,1.091,0.738,0.733,0.685,1.017
Serbia,2015,Female,Total,4819.519,222.069,243.362,263.974,277.508,313.324,331.596,352.742,359.904,333.115,307.268,312.806,331.24,350.84,271.979,170.838,172.549,204.405
Slovenia,2015,Female,Total,1045.928,50.991,50.791,44.335,46.317,52.59,64.081,71.993,76.22,70.836,75.333,75.831,74.483,73.577,55.051,50.135,43.458,69.906
Spain,2015,Female,Total,23869.317,1197.78,1234.734,1123.831,1026.595,1105.886,1279.639,1646.301,1965.92,1923.594,1851.55,1733.044,1531.09,1316.437,1251.248,1040.139,906.145,1735.384
The former Yugoslav Republic of Macedonia,2015,Female,Total,1053.521,54.428,55.295,58.041,63.473,76.674,80.466,80.626,77.361,74.417,74.234,72.68,69.598,64.42,52.217,38.506,30.26,30.825
Austria,2015,Female,Total,4372.948,203.189,196.924,200.994,224.95,264.633,270.574,288.214,263.813,301.006,350.392,348.756,299.122,247.781,222.886,238.733,170.201,280.78
Belgium,2015,Female,Total,5690.997,317.74,321.056,298.922,297.315,334.475,344.635,359.535,352.738,366.052,392.794,404.356,386.632,337.476,330.504,229.662,212.097,405.008
France,2015,Female,Total,33492.862,1937.99,1914.421,1893.577,1915.743,1946.85,2040.894,2046.045,1855.982,2230.865,2219.828,2233.521,2124.872,2065.499,1984.515,1317.23,1223.134,2541.896
Germany,2015,Female,Total,41998.538,1713.362,1690.047,1799.897,1974.32,2161.34,2495.343,2571.388,2401.98,2558.881,3356.579,3512.818,2995.984,2799.258,2134.25,2361.688,2420.653,3050.75
Liechtenstein,2015,Female,Total,18.956,0.89,0.884,0.919,1.118,1.173,1.175,1.149,1.174,1.367,1.571,1.577,1.414,1.204,1.066,0.858,0.577,0.84
Luxembourg,2015,Female,Total,272.64,15.675,14.753,15.367,16.644,17.135,17.531,19.611,19.923,20.308,20.978,19.73,16.91,14.165,11.736,9.417,8.419,14.338
Monaco,2015,Female,Total,19.709,0.949,0.602,0.931,0.924,1.067,0.926,0.975,0.847,1.373,1.451,1.549,1.287,1.214,1.5,1.238,0.965,1.911
Netherlands,2015,Female,Total,8485.326,437.634,449.745,493.421,483.802,503.787,505.225,496.624,490.232,582.923,636.889,635.693,580.007,523.948,526.69,374.58,295.236,468.89
Switzerland,2015,Female,Total,4174.476,202.739,190.479,192.165,214.019,250.617,278.574,290.12,279.157,291.69,326.934,317.282,267.06,232.87,226.216,192.54,150.991,271.023
Anguilla,2015,Female,Total,7.359,0.496,0.505,0.492,0.484,0.631,0.6,0.596,0.558,0.526,0.577,0.517,0.442,0.359,0.207,0.151,0.101,0.117
Antigua and Barbuda,2015,Female,Total,47.929,3.621,3.646,3.807,3.928,4.036,3.599,3.32,2.791,3.773,4.4,3.168,2.372,1.678,1.013,1.055,0.775,0.947
Aruba,2015,Female,Total,54.514,2.565,3.259,3.524,3.738,3.551,2.587,3.048,3.655,4.033,4.44,4.992,4.327,3.541,2.647,1.843,1.41,1.354
Bahamas,2015,Female,Total,197.832,14.103,13.171,12.19,15.089,17.024,16.383,15.884,13.49,14.506,13.413,13.683,11.35,8.95,6.547,4.536,3.564,3.949
Barbados,2015,Female,Total,144.035,8.841,8.815,8.757,8.864,9.835,9.892,9.914,9.493,10.461,10.336,11.244,10.421,8.433,6.467,4.331,3.488,4.443
British Virgin Islands,2015,Female,Total,14.274,1.05,1.035,1.019,0.991,1.011,1.04,1.056,0.978,0.97,1.062,1.163,0.99,0.67,0.488,0.298,0.226,0.227
Caribbean Netherlands,2015,Female,Total,9.802,0.492,0.503,0.526,0.52,0.571,0.491,0.538,0.561,0.731,0.784,0.847,0.757,0.732,0.546,0.476,0.33,0.397
Cayman Islands,2015,Female,Total,30.614,1.906,1.955,1.939,1.778,1.983,1.992,2.034,2.106,2.985,3.105,2.731,2.044,1.621,1.047,0.616,0.393,0.379
Cuba,2015,Female,Total,5596.153,254.862,272.864,321.589,339.79,365.435,394.085,332.759,330.067,482.704,513.005,500.609,329.138,315.035,245.25,211.042,169.809,218.11
Curaçao,2015,Female,Total,90.313,4.669,5.02,5.634,5.499,5.037,5.044,5.582,5.332,6.004,7.979,7.635,7.035,5.69,4.716,3.592,2.567,3.278
Dominica,2015,Female,Total,36.322,2.506,2.301,2.372,3.005,3.37,3.04,3.133,1.473,1.867,3.21,1.902,2.158,1.38,0.982,0.973,1.131,1.519
Dominican Republic,2015,Female,Total,5327.713,517.024,520.474,509.604,484.276,472.945,436.75,398.913,353.504,324.077,295.791,262.24,217.82,168.8,119.802,85.861,68.349,91.483
Grenada,2015,Female,Total,53.186,4.85,4.612,4.335,4.768,5.111,5.617,4.508,3.37,2.547,2.227,2.933,2.233,1.599,1.209,1.084,0.958,1.225
Guadeloupe,2015,Female,Total,248.914,15.181,16.582,16.437,16.583,14.642,15.275,13.737,14.365,18.614,20.068,19.438,16.118,13.709,11.147,8.577,6.951,11.49
Haiti,2015,Female,Total,5364.396,612.701,593.058,573.415,553.86,519.147,480.933,432.438,332.542,262.499,233.551,203.238,162.878,135.409,97.482,77.8,53.217,40.228
Jamaica,2015,Female,Total,1427.985,117.296,118.771,123.859,143.756,122.203,104.495,95.421,89.907,92.252,96.82,83.352,64.717,51.817,34.176,29.441,23.436,36.266
Martinique,2015,Female,Total,219.192,10.621,12.106,13.607,13.966,13.97,11.152,10.381,11.347,16.396,18.466,18.21,15.583,13.686,11.177,8.7,7.612,12.212
Montserrat,2015,Female,Total,2.621,0.178,0.194,0.203,0.087,0.208,0.15,0.194,0.178,0.158,0.234,0.166,0.168,0.094,0.164,0.079,0.084,0.082
Puerto Rico,2015,Female,Total,1909.424,107.451,109.495,117.224,132.687,139.662,131.657,132.273,132.779,128.946,127.47,124.634,112.625,105.376,94.743,71.35,55.297,85.755
Saint Kitts and Nevis,2015,Female,Total,27.943,2.33,2.343,2.327,2.339,2.11,2.308,2.396,2.184,1.895,1.627,1.68,1.55,1.107,0.595,0.435,0.256,0.461
Saint Lucia,2015,Female,Total,94.198,6.798,6.939,7.43,7.98,8.176,7.076,7.15,6.689,6.657,6.418,5.806,4.589,3.298,2.802,2.171,1.678,2.541
Saint Vincent and the Grenadines,2015,Female,Total,54.194,4.205,4.5,4.571,4.822,4.694,4.403,4.22,3.807,3.407,3.169,3.424,2.679,1.982,1.388,0.936,0.972,1.015
Sint Maarten (Dutch part),2015,Female,Total,24.273,1.211,1.468,1.731,1.552,1.484,1.435,1.553,1.773,1.711,2.369,2.639,2.104,1.434,0.718,0.368,0.211,0.512
Trinidad and Tobago,2015,Female,Total,681.625,46.411,47.402,44.31,41.715,45.019,55.444,63.647,51.239,46.265,43.148,49.439,40.971,33.663,25.961,19.612,13.028,14.351
Turks and Caicos Islands,2015,Female,Total,17.101,1.322,1.422,1.326,1.154,1.113,1.291,1.547,1.609,1.552,1.437,1.161,0.788,0.534,0.357,0.22,0.138,0.13
United States Virgin Islands,2015,Female,Total,55.955,3.772,3.697,3.45,3.324,3.463,2.785,3.041,3.133,3.389,3.862,3.956,4.031,3.723,3.729,2.807,1.783,2.01
Belize,2015,Female,Total,174.066,19.313,18.807,18.285,17.606,16.227,14.879,14.336,12.474,10.705,8.791,6.804,4.651,3.495,2.57,1.849,1.464,1.81
Costa Rica,2015,Female,Total,2462.494,179.282,179.456,193.499,202.822,213.627,224.416,205.937,180.777,157.313,155.846,151.276,122.029,95.977,67.101,49.214,36.145,47.777
El Salvador,2015,Female,Total,3385.977,305.82,298.777,301.938,353.339,342.364,297.366,252.016,222.844,194.699,174.625,152.294,120.975,99.551,79.163,68.305,52.552,69.349
Guatemala,2015,Female,Total,8321.628,1136.291,1052.324,980.54,883.879,784.488,664.559,582.036,486.179,395.524,315.019,253.619,204.12,175.657,142.888,100.192,75.179,89.134
Honduras,2015,Female,Total,4207.754,495.764,468.974,449.806,440.255,420.255,372.716,324.111,269.921,217.297,182.548,147.079,118.078,94.756,67.79,50.186,38.572,49.646
Mexico,2015,Female,Total,64531.621,5421.23,5609.557,5762.002,5789.148,5577.828,5167.123,4723.305,4592.847,4778.036,4064.047,3308.281,2676.759,2306.477,1578.196,1270.207,825.93,1080.648
Nicaragua,2015,Female,Total,3162.997,331.438,330.016,315.797,320.552,319.912,282.342,256.741,215.362,175.672,142.863,121.647,106.328,82.778,47.005,42.518,31.419,40.607
Panama,2015,Female,Total,1974.973,180.734,179.735,177.749,171.582,160.487,153.954,146.011,140.32,132.572,118.27,102.056,84.207,67.076,52.24,40.18,29.368,38.432
Argentina,2015,Female,Total,21519.793,1679.228,1651.842,1605.95,1653.159,1671.522,1624.58,1568.065,1601.705,1342.737,1177.965,1111.843,1050.449,961.942,821.467,667.494,534.086,795.759
Bolivia (Plurinational State of),2015,Female,Total,5515.916,640.458,606.789,596.817,560.015,526.654,450.018,383.834,335.971,305.842,254.904,214.315,181.184,148.411,117.611,84.185,57.89,51.018
Brazil,2015,Female,Total,103582.9,7221.596,7416.314,8434.466,8479.087,8084.226,8441.484,8740.966,8033.96,7138.481,6629.468,6286.387,5218.352,4217.125,3166.664,2255.594,1705.597,2113.133
Chile,2015,Female,Total,9059.04,598.347,600.511,609.695,655.103,734.275,723.617,655.643,583.039,618.91,619.199,628.782,539.273,418.096,335.372,268.795,191.231,279.152
Colombia,2015,Female,Total,25188.967,2180.161,2200.404,2164.335,2152.382,2134.73,2026.157,1921.832,1802.127,1611.977,1605.107,1419.811,1168.359,948.924,694.994,465.07,320.356,372.241
Ecuador,2015,Female,Total,8116.96,786.128,776.35,763.87,729.03,699.399,672.186,609.15,562.328,511.268,449.996,381.2,320.091,264.923,188.955,147.649,113.813,140.624
Falkland Islands (Malvinas),2015,Female,Total,1.555,0.082,0.086,0.084,0.09,0.09,0.088,0.089,0.091,0.109,0.121,0.109,0.084,0.063,0.142,0.09,0.067,0.07
French Guiana,2015,Female,Total,130.895,14.113,13.272,13.058,12.039,11.432,10.009,8.696,8.011,8.557,8.433,6.404,5.446,4.543,2.54,2.094,1.043,1.205
Guyana,2015,Female,Total,397.41,37.357,46.33,48.559,39.8,31.295,30.308,29.296,27.873,25.684,22.718,17.47,13.479,8.655,7.067,5.177,3.397,2.945
Paraguay,2015,Female,Total,3491.035,382.278,361.27,353.649,343.137,328.874,309.23,277.991,220.965,178.759,162.088,141.976,121.101,99.93,73.525,53.778,39.506,42.978
Peru,2015,Female,Total,15544.803,1431.717,1421.848,1425.062,1425.215,1400.207,1309.032,1183.735,1113.891,984.224,862.644,748.796,611.292,492.686,382.793,290.007,217.705,243.949
Suriname,2015,Female,Total,273.751,22.648,22.696,25.2,24.515,21.01,22.268,21.156,17.736,18.757,17.067,16.764,12.828,9.597,7.123,5.657,4.241,4.488
Uruguay,2015,Female,Total,1771.983,118.6,119.182,122.143,126.678,128.368,120.213,112.183,119.664,113.248,103.457,104.626,99.129,86.105,77.952,67.93,58.604,93.901
Bolivarian Republic of Venezuela,2015,Female,Total,15612.228,1445.652,1431.963,1396.711,1355.255,1337.164,1326.21,1217.937,1109.489,955.433,901.485,818.62,659.841,546.708,417.242,288.457,191.135,212.926
Bermuda,2015,Female,Total,33.682,1.819,1.825,1.981,1.972,1.988,2.097,1.89,1.829,2.105,2.229,2.723,2.606,2.19,2.067,1.585,1.136,1.64
Canada,2015,Female,Total,18064.832,990.509,960.303,929.016,1009.426,1159.379,1220.119,1239.92,1191.987,1168.752,1216.521,1390.756,1304.629,1141.937,972.598,714.765,530.175,924.04
Greenland,2015,Female,Total,27.105,2.058,1.959,1.836,1.849,2.207,2.36,2.092,1.521,1.182,2.323,2.48,1.749,1.127,0.784,0.72,0.443,0.415
Saint Pierre and Miquelon,2015,Female,Total,3.055,0.215,0.221,0.228,0.232,0.227,0.198,0.222,0.202,0.208,0.236,0.163,0.192,0.134,0.135,0.089,0.069,0.084
United States of America,2015,Female,Total,165049.73,10306.221,10200.558,10345.909,10570.234,11094.396,11010.777,10862.602,10351.596,10307.931,10658.984,11412.52,11264.152,10004.193,8482.835,6178.722,4532.347,7465.753
Australia,2015,Female,Total,12022.733,780.634,745.457,707.471,736.565,787.417,850.755,865.116,800.932,837.651,793.228,797.863,738.83,659.784,591.831,437.633,337.567,553.999
New Zealand,2015,Female,Total,2339.236,152.314,154.552,143.182,148.319,160.421,159.68,150.178,144.502,160.807,162.615,167.166,146.315,126.099,114.27,83.828,66.493,98.495
Fiji,2015,Female,Total,438.805,42.811,42.603,38.847,37.187,37.495,34.326,34.753,30.413,25.543,24.807,24.921,21.249,15.51,11.83,8.372,4.744,3.394
New Caledonia,2015,Female,Total,130.408,9.792,9.389,9.28,9.871,10.69,9.784,8.851,9.093,9.776,8.956,8.319,7.001,5.692,4.668,3.633,2.634,2.979
